"NAME","SERVICE_DESC","CONT1","CONT2","CONT3","CONT4","CONT5","CONT6","E","EURL"
"身心障礙生活補助","最近一年居住國內超過183日，設籍並實際居住本市，領有身心障礙手冊或證明且符合下列規定者：
1.家庭總收入平均未達當年度每人每月最低生活費2.5倍，且未超過台灣地區平均每人每月消費支出1.5倍者（106年度為30,632元）。
2.全家人口動產（含存款本金、投資、有價證券）未超過一定金額。（第1人200萬，每增加1人增加25萬）
3.全家人口不動產（含房屋、土地）價值未超過公告現值650萬元。
◎年滿65歲以上之身心障礙者，基於福利最佳原則，請先申請中低收入老人生活津貼。
補助內容:
1.一般身心障礙中、重、極重度者每月補助新臺幣4,872元，輕度者每月補助新臺幣3,628元。2.榮民身心障礙中、重、極重度者每月補助新臺幣4,872元，輕度者每月補助新臺幣3,628元。3.列冊低收入戶且身心障礙中、重、極重度者每月補助新臺幣8,499元；輕度者每月補助新臺幣  4,872元。4.列冊中低收入戶且身心障礙中、重、極重度者每月補助新臺幣4,872元；輕度者每月補助新臺幣3,628元。","新北市各區公所社會課或民政課及本府社會局身心障礙福利科","申請人應自行檢附之文件：
一、申請人國民身分證正本(驗畢後發還)、身心障礙手冊或證明（設籍外縣市者須附）。
二、戶口名簿。
三、無勞保投保凊單者，須附最近一期國民年金繳費單影本。
五、郵局存簿封面。
六、印章。
七、新北市○○區身心障礙者生活補助調查表/切結書/郵局追繳同意書。
八、委託他人代申請者，應提出委託書並檢附受委託人之身分證正本及印章。
九、申請人身分證(查驗後歸還)
十、其他(視實際需要檢附相關證件)：
(一)戶內人口死亡證明資料、離婚協議書(監護權歸屬)等。
(二)高中職以上學生證正反面影本或在學證明。
(三)罹忠重大傷、病情者，檢附最近1個月內診斷證明(證明必須3個月以上之治療或須療養致不能工作)。
(四)服役證明、在監服刑證明、安置機構證明、彩券經銷商證及銷售證明。
(五)失蹤人口，檢附失蹤6個月以上證明。
(六)失業者，檢附失業證明及失業給付明影本。
(七)申請人為榮民者，檢附榮民證及院外就養證明。
(八)娶(嫁)外籍配偶者，檢附護照、居留證、工作證等影本文件。
(九)在非臺灣地區工作、就學者，檢附當地工作薪資證明、學生證。
(十)有買賣不動產交易者，檢付買賣契約書及說明資金流向，如另有償還貸款，檢附還款證明。
(十一)有歇業、停業、股權移轉等情形，檢附相關公文、資產負債表等文件。
(十二)土地不具經濟效益，檢附都市計畫土地使用分區證明書。
(十三)存款實際金額與依最近一年度臺灣銀行1年以上未滿2年定期儲蓄存款牌告平均年利率推算不符，檢附銀行優惠存款利息證明書。
(十四)戶內人口有銀行行員或公教人員，如有優惠存款時，需檢附優惠存款及退休俸(金)證明文件影本。
(十五)軍公教人員當年薪資證明，領有月退俸需檢附月退俸明細表。

系統代為查調，申請人免自行檢附之文件：
一、身心障礙手冊或證明（限設籍本市）。
二、全家人最近3個月內全戶戶籍謄本。
三、全家人最近一年度財稅資料及申請人之稅籍清單。
四、全戶勞保投保清單。
五、除戶謄本。
六、學籍資料(需提供學校名稱，並限本市高中職以下、全國高中職、大專以上)。","向本市各區公所社會課或民政課提出申請","本生活補助備齊資料送件至區公所並經區公所初審通過、市府核准後，將由區公所通知申請人於當月起每月10日（遇假日提早）撥入身心障礙者本人之郵局帳戶內。
一、列冊低收入戶
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣8,499元。 
2.輕度身心障礙者，每人每月核發新臺幣4,872元。
二、核列中低收入 
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣4,872元。 
2.輕度身心障礙者，每人每月核發新臺幣3,628元。
三、非屬上列低收入戶或中低收入戶之身心障礙者　
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣4,872元。 
2.輕度身心障礙者，每人每月核發新臺幣3,628元。
四、榮民
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣4,872元。
2.輕度身心障礙者，每人每月核發新臺幣3,628元。","無須代查財稅總期限:30個日曆天(公所30天)
需代查財稅:44個日曆天。(公所30天；查調財稅14天)","◎身心障礙者若有下列所列各款情形，須主動告知本府並不得申請本項補助，已補助者本府得追回：
1.接受政府安置於社會福利機構、精神復健機構、護理之家、榮譽國民之家者。
2.入獄服刑、因案羈押、拘禁。
3.應徵招入營服役或替代役現役。
◎同時符合申請身心障礙者生活補助及政府所提供其他生活補助或津貼要件者，僅能擇一領取。但低收入戶生活扶助及榮民就養金不在此限。          
◎依前項所領政府核發之各種補助及津貼，每月合計不得超過行政院核定之基本工資。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022152"
"身心障礙生活補助","最近一年居住國內超過183日，設籍並實際居住本市，領有身心障礙手冊或證明且符合下列規定者：
1.家庭總收入平均未達當年度每人每月最低生活費2.5倍，且未超過台灣地區平均每人每月消費支出1.5倍者（106年度為30,632元）。
2.全家人口動產（含存款本金、投資、有價證券）未超過一定金額。（第1人200萬，每增加1人增加25萬）
3.全家人口不動產（含房屋、土地）價值未超過公告現值650萬元。
◎年滿65歲以上之身心障礙者，基於福利最佳原則，請先申請中低收入老人生活津貼。
補助內容:
1.一般身心障礙中、重、極重度者每月補助新臺幣4,872元，輕度者每月補助新臺幣3,628元。2.榮民身心障礙中、重、極重度者每月補助新臺幣4,872元，輕度者每月補助新臺幣3,628元。3.列冊低收入戶且身心障礙中、重、極重度者每月補助新臺幣8,499元；輕度者每月補助新臺幣  4,872元。4.列冊中低收入戶且身心障礙中、重、極重度者每月補助新臺幣4,872元；輕度者每月補助新臺幣3,628元。","新北市各區公所社會課或民政課及本府社會局身心障礙福利科","申請人應自行檢附之文件：
一、申請人國民身分證正本(驗畢後發還)、身心障礙手冊或證明（設籍外縣市者須附）。
二、戶口名簿。
三、無勞保投保凊單者，須附最近一期國民年金繳費單影本。
五、郵局存簿封面。
六、印章。
七、新北市○○區身心障礙者生活補助調查表/切結書/郵局追繳同意書。
八、委託他人代申請者，應提出委託書並檢附受委託人之身分證正本及印章。
九、申請人身分證(查驗後歸還)
十、其他(視實際需要檢附相關證件)：
(一)戶內人口死亡證明資料、離婚協議書(監護權歸屬)等。
(二)高中職以上學生證正反面影本或在學證明。
(三)罹忠重大傷、病情者，檢附最近1個月內診斷證明(證明必須3個月以上之治療或須療養致不能工作)。
(四)服役證明、在監服刑證明、安置機構證明、彩券經銷商證及銷售證明。
(五)失蹤人口，檢附失蹤6個月以上證明。
(六)失業者，檢附失業證明及失業給付明影本。
(七)申請人為榮民者，檢附榮民證及院外就養證明。
(八)娶(嫁)外籍配偶者，檢附護照、居留證、工作證等影本文件。
(九)在非臺灣地區工作、就學者，檢附當地工作薪資證明、學生證。
(十)有買賣不動產交易者，檢付買賣契約書及說明資金流向，如另有償還貸款，檢附還款證明。
(十一)有歇業、停業、股權移轉等情形，檢附相關公文、資產負債表等文件。
(十二)土地不具經濟效益，檢附都市計畫土地使用分區證明書。
(十三)存款實際金額與依最近一年度臺灣銀行1年以上未滿2年定期儲蓄存款牌告平均年利率推算不符，檢附銀行優惠存款利息證明書。
(十四)戶內人口有銀行行員或公教人員，如有優惠存款時，需檢附優惠存款及退休俸(金)證明文件影本。
(十五)軍公教人員當年薪資證明，領有月退俸需檢附月退俸明細表。

系統代為查調，申請人免自行檢附之文件：
一、身心障礙手冊或證明（限設籍本市）。
二、全家人最近3個月內全戶戶籍謄本。
三、全家人最近一年度財稅資料及申請人之稅籍清單。
四、全戶勞保投保清單。
五、除戶謄本。
六、學籍資料(需提供學校名稱，並限本市高中職以下、全國高中職、大專以上)。","向本市各區公所社會課或民政課提出申請","本生活補助備齊資料送件至區公所並經區公所初審通過、市府核准後，將由區公所通知申請人於當月起每月10日（遇假日提早）撥入身心障礙者本人之郵局帳戶內。
一、列冊低收入戶
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣8,499元。 
2.輕度身心障礙者，每人每月核發新臺幣4,872元。
二、核列中低收入 
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣4,872元。 
2.輕度身心障礙者，每人每月核發新臺幣3,628元。
三、非屬上列低收入戶或中低收入戶之身心障礙者　
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣4,872元。 
2.輕度身心障礙者，每人每月核發新臺幣3,628元。
四、榮民
1.極重度、重度、中度身心障礙者，每人每月核發新臺幣4,872元。
2.輕度身心障礙者，每人每月核發新臺幣3,628元。","無須代查財稅總期限:30個日曆天(公所30天)
需代查財稅:44個日曆天。(公所30天；查調財稅14天)","◎身心障礙者若有下列所列各款情形，須主動告知本府並不得申請本項補助，已補助者本府得追回：
1.接受政府安置於社會福利機構、精神復健機構、護理之家、榮譽國民之家者。
2.入獄服刑、因案羈押、拘禁。
3.應徵招入營服役或替代役現役。
◎同時符合申請身心障礙者生活補助及政府所提供其他生活補助或津貼要件者，僅能擇一領取。但低收入戶生活扶助及榮民就養金不在此限。          
◎依前項所領政府核發之各種補助及津貼，每月合計不得超過行政院核定之基本工資。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022152"
"身心障礙者日間照顧及住宿式照顧費用補助","一、補助對象:
設籍新北市之身心障礙者，若有符合下列情形，可檢具相關申請文件至本市各區公所辦理申請
1.因需仰賴他人扶助、訓練或完全無法自理生活且有入住已與本市簽訂合約之機構(如:身障機構、老人機構、護理之家...等)的需求。
2.最近一年居住國內超過一百八十三日。
3.符合補助標準且未接受政府其他相同性質之服務或補助。

二、補助說明:
(一)日間照顧及住宿式照顧費用補助係依據下列情形給予不同程度之補助金額：
1.申請人身心障礙類別及程度 (影響補助基準)
2.家庭總收入平均分配全家人口之金額達當年度每人每月最低生活費之倍數
3.是否具有特殊條件(年滿30歲、年滿20歲且父母任一方年滿65歲或家庭中有2名以上身心障礙者)
(二) 補助基準(依障礙類別、程度而定) :
1.住宿型為每人每月新臺幣2萬元、1萬6,000元及8,000元,
2.日間照顧型為每人每月新臺幣1萬2,000元、9,600元及4,800元
(三)補助額度 (依家庭人口平均月所得金額達當年度每人每月最低生活費之倍數不同而定):
1.具特殊條件者，依據上述倍數不同，給予補助基準40%、50%、60%、70%、85%或全額之補助費用，超過當年度每人每月最低生活費6倍者則不予補助。
2.未具特殊條件者，依據上述倍數不同，給予補助基準25%、50%、75%或全額之補助費用，超過當年度每人每月最低生活費4倍者則不予補助。","主辦單位:社會局身心障礙福利科
承辦人員:余小姐(撥款核銷-身障機構、護理之家)、吳小姐(撥款核銷-老人機構、精神護理之家)、陳小姐(案件審核)、黃先生(案件審核)、劉小姐(案件審核及機構簽約) 
聯絡電話:本市境內1999、02-29603456分機3799、3832、3863、3645、3789
傳真:02-29668111","一、轉介調查及通報表。(表件可至公所領取及填寫)
二、申請人及委託人印章。
三、各項生活扶助切結書及委託書 (可委託他人代為申請；表件可至公所領取及填寫)。
四、入住證明。 (已入住合約機構者請檢附入住證明)
五、三個月內診斷證明書 (入住精神護理之家、精神復健機構者須檢附並載明病情穩定無需住院治療)。
六、列計人口為軍、公、教需附薪資證明，領有退休俸(金)者需檢附相關明細。
七、其他證明文件，如:學生證、外籍人士居留證、服役證明等。

＊本項補助採申請制，每年年底需重新申請次年度複查作業
   (當年度為低收入戶或中低收入戶者請先通過次年度低收或中低收資格審核後再申請複查)

下列文件可請區公所代為查調，申請人免自行檢附：
一、有效之身心障礙手冊或證明正反面影本。
二、三個月內之全戶戶籍謄本。
三、低收入戶或中低收入戶證明。
四、列計人口財稅資料。
五、列計人口勞保投保明細。
六、學籍資料(需提供學校名稱，並限本市高中職以下、全國高中職、大專以上)。","檢附應備文件向本市各區公所社會課或民政課提出申請","各公所社會課或民政課","審核：區公所16天(若須代為查調財稅則為30天)；社會局14天
撥款：補助款項由機構於規定時間內造冊請款，確認請領金額無誤後30日撥入入住機構帳戶。","1、101年7月11日起「身心障礙托育養護補助」更名為「日間照顧及住宿式照顧費用補助」。
2.身心障礙者日間照顧及住宿式照顧合約機構請至本局首頁 / 福利服務 / 身心障礙者福利 / 相關名冊 / 新北市政府身心障礙者日間照顧及住宿式照顧合約機構一覽表項下查詢。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022074"
"身心障礙者日間照顧及住宿式照顧費用補助","一、補助對象:
設籍新北市之身心障礙者，若有符合下列情形，可檢具相關申請文件至本市各區公所辦理申請
1.因需仰賴他人扶助、訓練或完全無法自理生活且有入住已與本市簽訂合約之機構(如:身障機構、老人機構、護理之家...等)的需求。
2.最近一年居住國內超過一百八十三日。
3.符合補助標準且未接受政府其他相同性質之服務或補助。

二、補助說明:
(一)日間照顧及住宿式照顧費用補助係依據下列情形給予不同程度之補助金額：
1.申請人身心障礙類別及程度 (影響補助基準)
2.家庭總收入平均分配全家人口之金額達當年度每人每月最低生活費之倍數
3.是否具有特殊條件(年滿30歲、年滿20歲且父母任一方年滿65歲或家庭中有2名以上身心障礙者)
(二) 補助基準(依障礙類別、程度而定) :
1.住宿型為每人每月新臺幣2萬元、1萬6,000元及8,000元,
2.日間照顧型為每人每月新臺幣1萬2,000元、9,600元及4,800元
(三)補助額度 (依家庭人口平均月所得金額達當年度每人每月最低生活費之倍數不同而定):
1.具特殊條件者，依據上述倍數不同，給予補助基準40%、50%、60%、70%、85%或全額之補助費用，超過當年度每人每月最低生活費6倍者則不予補助。
2.未具特殊條件者，依據上述倍數不同，給予補助基準25%、50%、75%或全額之補助費用，超過當年度每人每月最低生活費4倍者則不予補助。","主辦單位:社會局身心障礙福利科
承辦人員:余小姐(撥款核銷-身障機構、護理之家)、吳小姐(撥款核銷-老人機構、精神護理之家)、陳小姐(案件審核)、黃先生(案件審核)、劉小姐(案件審核及機構簽約) 
聯絡電話:本市境內1999、02-29603456分機3799、3832、3863、3645、3789
傳真:02-29668111","一、轉介調查及通報表。(表件可至公所領取及填寫)
二、申請人及委託人印章。
三、各項生活扶助切結書及委託書 (可委託他人代為申請；表件可至公所領取及填寫)。
四、入住證明。 (已入住合約機構者請檢附入住證明)
五、三個月內診斷證明書 (入住精神護理之家、精神復健機構者須檢附並載明病情穩定無需住院治療)。
六、列計人口為軍、公、教需附薪資證明，領有退休俸(金)者需檢附相關明細。
七、其他證明文件，如:學生證、外籍人士居留證、服役證明等。

＊本項補助採申請制，每年年底需重新申請次年度複查作業
   (當年度為低收入戶或中低收入戶者請先通過次年度低收或中低收資格審核後再申請複查)

下列文件可請區公所代為查調，申請人免自行檢附：
一、有效之身心障礙手冊或證明正反面影本。
二、三個月內之全戶戶籍謄本。
三、低收入戶或中低收入戶證明。
四、列計人口財稅資料。
五、列計人口勞保投保明細。
六、學籍資料(需提供學校名稱，並限本市高中職以下、全國高中職、大專以上)。","檢附應備文件向本市各區公所社會課或民政課提出申請","各公所社會課或民政課","審核：區公所16天(若須代為查調財稅則為30天)；社會局14天
撥款：補助款項由機構於規定時間內造冊請款，確認請領金額無誤後30日撥入入住機構帳戶。","1、101年7月11日起「身心障礙托育養護補助」更名為「日間照顧及住宿式照顧費用補助」。
2.身心障礙者日間照顧及住宿式照顧合約機構請至本局首頁 / 福利服務 / 身心障礙者福利 / 相關名冊 / 新北市政府身心障礙者日間照顧及住宿式照顧合約機構一覽表項下查詢。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022074"
"身心障礙者自力更生創業補助","協助具專業技能之身心障礙者其自行創業所需房租及設備之部份補助。
申請對象：設籍本市並領有身心障礙手冊且年齡20至65歲具工作能力、創業意願與專業能力之身心障礙者。","主辦單位：新北市政府勞工局/身障就業輔導科
單位地址：新北市板橋區中山路1段161號7樓
承辦人員：駱銘杰，聯絡電話：02-29603456 分機 6318  
傳真：02-29506856
E-mail：AL4524@ntpc.gov.tw","申請人應自行檢附之文件：
（未辦妥公司登記或商業登記者，「四、五、六、七」可先免附，待初審通過後四個月內補齊再行送審）
一、新北市政府辦理身心障礙者自力更生創業補助申請書【（民）表一】。
二、精神障礙者職業訓練及就業服務醫療諮詢單【（民）表二】。（僅障別登記為精神障礙者需檢附）
三、創業內容相關之專業證明。
四、開（執）業許可證明文件影本。
五、申請補助營業場所之租賃契約書（需經公證）。
六、合資創業者需檢附合夥契約書或公司組織章程（含股東名冊）。
七、購置設備憑證正本。
八、其他經本府勞工局指定者。
九、申請人或其事業之金融機構存摺封面影本。

系統代為查調，申請人免自行檢附之文件：
*公司登記及商業登記資料。","臨櫃，郵寄","郵寄","處理期限：21天。
設備補助：經核定後申請人檢具存摺影本及領據後，於7日內撥款。
租金補助：
受補助人應於每年3、6、9及12月起之15日前，檢附最近一期營業稅完稅證明、租賃契約書及租金繳交證明影本，始得辦理撥款程序。","免費申請。
申請前請詳閱作業要點。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=013036"
"身心障礙者自力更生創業補助","協助具專業技能之身心障礙者其自行創業所需房租及設備之部份補助。
申請對象：設籍本市並領有身心障礙手冊且年齡20至65歲具工作能力、創業意願與專業能力之身心障礙者。","主辦單位：新北市政府勞工局/身障就業輔導科
單位地址：新北市板橋區中山路1段161號7樓
承辦人員：駱銘杰，聯絡電話：02-29603456 分機 6318  
傳真：02-29506856
E-mail：AL4524@ntpc.gov.tw","申請人應自行檢附之文件：
（未辦妥公司登記或商業登記者，「四、五、六、七」可先免附，待初審通過後四個月內補齊再行送審）
一、新北市政府辦理身心障礙者自力更生創業補助申請書【（民）表一】。
二、精神障礙者職業訓練及就業服務醫療諮詢單【（民）表二】。（僅障別登記為精神障礙者需檢附）
三、創業內容相關之專業證明。
四、開（執）業許可證明文件影本。
五、申請補助營業場所之租賃契約書（需經公證）。
六、合資創業者需檢附合夥契約書或公司組織章程（含股東名冊）。
七、購置設備憑證正本。
八、其他經本府勞工局指定者。
九、申請人或其事業之金融機構存摺封面影本。

系統代為查調，申請人免自行檢附之文件：
*公司登記及商業登記資料。","臨櫃，郵寄","郵寄","處理期限：21天。
設備補助：經核定後申請人檢具存摺影本及領據後，於7日內撥款。
租金補助：
受補助人應於每年3、6、9及12月起之15日前，檢附最近一期營業稅完稅證明、租賃契約書及租金繳交證明影本，始得辦理撥款程序。","免費申請。
申請前請詳閱作業要點。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=013036"
"身心障礙者自力更生創業補助","服務說明：協助具專業技能之身心障礙者其自行創業所需房租及設備之部份補助。
申請對象：設籍本市並領有身心障礙手冊且年齡20至65歲具工作能力、創業意願與專業能力之身心障礙者。","主辦單位：新北市政府勞工局/身障就業輔導科
單位地址：新北市板橋區中山路1段161號7樓
承辦人員：林敬軒聯絡電話：02-29603456 分機 6318  
傳真：02-29506856
E-mail：ak7603@ntpc.gov.tw","申請人應自行檢附之文件：
（未辦妥公司登記或商業登記者，「四、五、六、七」可先免附，待初審通過後四個月內補齊再行送審）
一、新北市政府辦理身心障礙者自力更生創業補助申請書【（民）表一】。
二、精神障礙者職業訓練及就業服務醫療諮詢單【（民）表二】。（僅障別登記為精神障礙者需檢附）
三、創業內容相關之專業證明。
四、開（執）業許可證明文件影本。
五、申請補助營業場所之租賃契約書（需經公證）。
六、合資創業者需檢附合夥契約書或公司組織章程（含股東名冊）。
七、購置設備憑證正本。
八、其他經本府勞工局指定者。
九、申請人或其事業之金融機構存摺封面影本。

系統代為查調，申請人免自行檢附之文件：
*公司登記及商業登記資料。","申請方式：臨櫃，郵寄","交付方式：郵寄","處理期限：21天。
設備補助：經核定後申請人檢具存摺影本及領據後，於7日內撥款。
租金補助：
受補助人應於每年3、6、9及12月起之15日前，檢附最近一期營業稅完稅證明、租賃契約書及租金繳交證明影本，始得辦理撥款程序。","繳付與否：免費申請
申請前請詳閱作業要點。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=013036"
"身心障礙者自力更生創業補助","服務說明：協助具專業技能之身心障礙者其自行創業所需房租及設備之部份補助。
申請對象：設籍本市並領有身心障礙手冊且年齡20至65歲具工作能力、創業意願與專業能力之身心障礙者。","主辦單位：新北市政府勞工局/身障就業輔導科
單位地址：新北市板橋區中山路1段161號7樓
承辦人員：駱銘杰，聯絡電話：02-29603456 分機 6318  
傳真：02-29506856
E-mail：AL4524@ntpc.gov.tw","申請人應自行檢附之文件：
（未辦妥公司登記或商業登記者，「四、五、六、七」可先免附，待初審通過後四個月內補齊再行送審）
一、新北市政府辦理身心障礙者自力更生創業補助申請書【（民）表一】。
二、精神障礙者職業訓練及就業服務醫療諮詢單【（民）表二】。（僅障別登記為精神障礙者需檢附）
三、創業內容相關之專業證明。
四、開（執）業許可證明文件影本。
五、申請補助營業場所之租賃契約書（需經公證）。
六、合資創業者需檢附合夥契約書或公司組織章程（含股東名冊）。
七、購置設備憑證正本。
八、其他經本府勞工局指定者。
九、申請人或其事業之金融機構存摺封面影本。

系統代為查調，申請人免自行檢附之文件：
*公司登記及商業登記資料。","申請方式：臨櫃，郵寄","交付方式：郵寄","處理期限：21天。
設備補助：經核定後申請人檢具存摺影本及領據後，於7日內撥款。
租金補助：
受補助人應於每年3、6、9及12月起之15日前，檢附最近一期營業稅完稅證明、租賃契約書及租金繳交證明影本，始得辦理撥款程序。","繳付與否：免費申請
申請前請詳閱作業要點。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=013036"
"身心障礙者自力更生創業補助","協助具專業技能之身心障礙者其自行創業所需房租及設備之部份補助。
申請對象：設籍本市並領有身心障礙手冊且年齡20至65歲具工作能力、創業意願與專業能力之身心障礙者。","主辦單位：新北市政府勞工局/身障就業輔導科
單位地址：新北市板橋區中山路1段161號7樓
承辦人員：駱銘杰，聯絡電話：02-29603456 分機 6318  
傳真：02-29506856
E-mail：AL4524@ntpc.gov.tw","申請人應自行檢附之文件：
（未辦妥公司登記或商業登記者，「四、五、六、七」可先免附，待初審通過後四個月內補齊再行送審）
一、新北市政府辦理身心障礙者自力更生創業補助申請書【（民）表一】。
二、精神障礙者職業訓練及就業服務醫療諮詢單【（民）表二】。（僅障別登記為精神障礙者需檢附）
三、創業內容相關之專業證明。
四、開（執）業許可證明文件影本。
五、申請補助營業場所之租賃契約書（需經公證）。
六、合資創業者需檢附合夥契約書或公司組織章程（含股東名冊）。
七、購置設備憑證正本。
八、其他經本府勞工局指定者。
九、申請人或其事業之金融機構存摺封面影本。

系統代為查調，申請人免自行檢附之文件：
*公司登記及商業登記資料。","申請方式：臨櫃，郵寄","交付方式：郵寄","處理期限：21天。
設備補助：經核定後申請人檢具存摺影本及領據後，於7日內撥款。
租金補助：
受補助人應於每年3、6、9及12月起之15日前，檢附最近一期營業稅完稅證明、租賃契約書及租金繳交證明影本，始得辦理撥款程序。","繳付與否：免費申請
申請前請詳閱作業要點。","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=013036"
"身心障礙者房屋租金補貼","一、案件說明：身心障礙者房屋租金補貼服務說明：協助本市身心障礙者未有能力獨立購屋而需在外租賃者提供租金部分協助。
二、申請對象：
1.設籍並實際居住於新北市，租屋房屋座落本市行政區域內。
2.家庭總收入平均未達當年度每人每月最低生活費標準三點五倍，且未超過臺灣地區平均每人每月消費支出一點五倍者。
3.現未接受政府相關租金或貸款利息補貼者。
4.現未獲政府補貼住宿式照顧費用者或未使用公有房舍或平價住宅者。
5.租賃房屋座落於新北市且應具有合法房屋證明。
6.租賃房屋非屬社會住宅。 7實際居住於租賃房屋處所。
8.身心障礙者、配偶及其戶籍內之直系親屬均無自有住宅。
三、補助標準如下，並以補助房屋租金總額50％為上限：
1.單身按月最高補助新台幣2,400元。
2.2人家庭，按月最高補助新台幣3,200元。
3.3人以上家庭，按月最高補助新台幣4,400元。
租金保證金、公共管理費等相關費用不予補助。","主辦單位：社會局身心障礙福利科
承辦人員：鄭亦真、黃主源、張坤龍
聯絡電話：本市境內1999、(02)2960-3456分機3797、3819、3821
傳真:(02)2966-8111","申請人應自行檢附之文件：
一、申請表。
二、房屋租賃契約影本。
三、郵局存簿封面影本。
四、郵局扣款同意書。
五、生活扶助切結書。
七、其它證明文件。

系統代為查調，申請人免自行檢附之文件：
一、租賃房屋之建物登記謄本。
二、3個內月戶籍謄本。
三、財產清單。
四、低收入證明、中低收入戶證明。","親自或委由親屬本市各區公所社會課或民政課辦理","自核准次月起按月25日自動撥款至申請人郵局帳戶","資料備齊至區公所申辦需30天，若需公所代查財稅需44天","","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022042"
"身心障礙者房屋租金補貼","一、案件說明：身心障礙者房屋租金補貼服務說明：協助本市身心障礙者未有能力獨立購屋而需在外租賃者提供租金部分協助。
二、申請對象：
1.設籍並實際居住於新北市，租屋房屋座落本市行政區域內。
2.家庭總收入平均未達當年度每人每月最低生活費標準三點五倍，且未超過臺灣地區平均每人每月消費支出一點五倍者。
3.現未接受政府相關租金或貸款利息補貼者。
4.現未獲政府補貼住宿式照顧費用者或未使用公有房舍或平價住宅者。
5.租賃房屋座落於新北市且應具有合法房屋證明。
6.租賃房屋非屬社會住宅。 7實際居住於租賃房屋處所。
8.身心障礙者、配偶及其戶籍內之直系親屬均無自有住宅。
三、補助標準如下，並以補助房屋租金總額50％為上限：
1.單身按月最高補助新台幣2,400元。
2.2人家庭，按月最高補助新台幣3,200元。
3.3人以上家庭，按月最高補助新台幣4,400元。
租金保證金、公共管理費等相關費用不予補助。","主辦單位：社會局身心障礙福利科
承辦人員：鄭亦真、黃主源、張坤龍
聯絡電話：本市境內1999、(02)2960-3456分機3797、3819、3821
傳真:(02)2966-8111","申請人應自行檢附之文件：
一、申請表。
二、房屋租賃契約影本。
三、郵局存簿封面影本。
四、郵局扣款同意書。
五、生活扶助切結書。
七、其它證明文件。

系統代為查調，申請人免自行檢附之文件：
一、租賃房屋之建物登記謄本。
二、3個內月戶籍謄本。
三、財產清單。
四、低收入證明、中低收入戶證明。","親自或委由親屬本市各區公所社會課或民政課辦理","自核准次月起按月25日自動撥款至申請人郵局帳戶","資料備齊至區公所申辦需30天，若需公所代查財稅需44天","","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022042"
"身心障礙者房屋租金補貼","身心障礙者租賃房屋租金補助複查服務說明：協助本市身心障礙者未有能力獨立購屋而需在外租賃者提供租金部分協助。1.設籍並實際居住於新北市，租屋房屋座落本市行政區域內。2.家庭總收入平均未達當年度每人每月最低生活費標準三點五倍，且未超過臺灣地區平均每人每月消費支出一點五倍者。3.現未接受政府相關租金或貸款利息補貼者。。4.現未獲政府補貼住宿式照顧費用者或未使用公有房舍或平價住宅者。5.租賃房屋座落於新北市且應具有合法房屋證明。6.租賃房屋非屬國民住宅或社會住宅。7實際居住於租賃房屋處所。8.身心障礙者、配偶及其戶籍內之直系親屬均無自有住宅。","承辦人員：鄭亦真、黃主源、張坤龍聯絡電話：29603456分機3797、3819、3821","（1）申請表  （2）房屋租賃契約影本（須加蓋兩造印章及電話）  （3）承租之房屋所有權狀影本或建物登記謄本  （4）3個內月戶籍謄本  （5）郵局存簿封面影本   (6) 郵局扣款同意書   (7) 財產清單   (8) 生活扶助切結書   (9)其它證明文件","親自或委由親屬至戶籍所在地公所社會課或民政課辦理","親自或委由親屬至戶籍所在地公所社會課或民政課辦理","資料備齊至區公所申辦需51天，若需公所代查財稅需65天","","0",""
